date,temperature,feels_like,dew,humidity,precip,wind_gust,wind_speed,wind_direction,sea_level_pressure,cloud_cover,visibility,solar_radiation,solar_energy,uv_index,start_hour,Nitrogen Dioxide (Parts Per Million),Nitric Oxide (Parts Per Million),Particulate Matter 10 (Micrograms/Cubic Meter),Particulate Matter 2.5 (Micrograms/Cubic Meter),Carbon Monooxide (Parts Per Million),Ozone (Parts Per Million),Sulphur Dioxide (Parts Per Million),day_of_week,month,day_of_year
,71.7,71.7,16.1,11.86,0,9.2,14.2,284,1013.7,0,11.3,727,2.6,7,11,0.0019,0.0003,20,6,0.1436,315.542816,0.0000035170201,0,4,94
,74.3,74.3,17.7,11.66,0,25.3,13.3,292,1013.5,0.8,11.3,739,2.7,7,12,0.0019,0.0003,21,4,0.1475,315.509125,0.00000349320453,0,4,94
,77,77,16.1,9.93,0,29.8,14.6,278,1012.6,0.4,10.7,665,2.4,7,13,0.002,0.0004,44,7,0.1571,315.406799,0.00000350030632,0,4,94
,78.8,78.8,17.9,10.13,0,21.3,22.2,304,1012.5,1.5,11.3,564,2,6,14,0.0025,0.0003,64,8,0.172,315.202759,0.00000354458916,0,4,94
,73.8,73.8,23.2,14.94,0,34,25.4,274,1012.9,1.5,11.3,420,1.5,4,15,0.003,0.0004,50,8,0.1617,314.831238,0.00000359560045,0,4,94
,66.5,66.5,27.3,22.81,0,36.4,29.9,280,1013.2,1.5,11.3,196,0.7,2,16,0.0022,0.0001,45,11,0.1543,314.432526,0.00000367473808,0,4,94
,68.8,68.8,27.6,21.28,0,36,25.5,325,1012.8,2.7,11.3,247,0.9,2,17,0.0028,0.0006,46,8,0.1388,314.131561,0.00000378731102,0,4,94
,66.3,66.3,24.8,20.67,0,39.5,28,285,1013,2.7,11.3,125,0.5,1,18,0.0022,0.0001,28,3,0.1167,313.955109,0.00000390898822,0,4,94
,64.7,64.7,28.3,25.23,0,36.7,24.6,270,1013.8,2.7,10.5,23,0.1,0,19,0.0019,0.0001,73,8,0.1177,313.817749,0.00000406044683,0,4,94
,62.7,62.7,29.6,28.64,0,40.9,25.6,329,1013.5,1.5,10.5,2,0,0,20,0.0016,0.0002,45,6,0.1087,313.702057,0.00000421504001,0,4,94
,63,63,30.3,29.12,0,44.4,34.6,278,1013.5,0.8,9.4,0,0,0,21,0.0015,0.0001,47,7,0.1072,313.647217,0.00000430276577,0,4,94
,62.6,62.6,31.3,30.7,0,39.3,29.9,278,1013.4,1.5,10.5,0,0,0,22,0.0082336764895314,0.0031379267921846,35,8,0.1032,313.623596,0.00000435381435,0,4,94
,63.8,63.8,30.9,28.93,0,20.4,25,316,1014.3,0,9.9,0,0,0,23,0.0011,0.0002,23,5,0.1021,313.621826,0.00000438717416,0,4,94
,62.6,62.6,33.3,33.24,0,38.9,22,263,1014.9,0,9.9,0,0,0,0,0.0012,0.0002,20,7,0.1131,313.653259,0.00000437195922,1,4,95
,61.5,61.5,35.2,37.28,0,33.2,22.8,266,1014.3,0,9.9,0,0,0,1,0.0014,-0.0004,18,6,0.1049,313.694733,0.0000043277596,1,4,95
,60.2,60.2,36.7,41.39,0,33.9,21.3,275,1014.1,0,9.9,0,0,0,2,0.0016,-0.0001,16,7,0.0997,313.69632,0.00000427627901,1,4,95
,60.3,60.3,37.2,42.26,0,30.1,16.8,263,1013.9,0,9.9,0,0,0,3,0.002,0,20,6,0.0934,313.540009,0.00000421914228,1,4,95
,60.8,60.8,37.2,41.52,0,32.6,13.9,257,1014.1,0,9.9,0,0,0,4,0.002,0.0001,17,5,0.1071,313.269562,0.0000041731173,1,4,95
,59.8,59.8,37.7,43.73,0,20.1,16.7,276,1014.1,0,9.9,0,0,0,5,0.0025,0.0001,24,8,0.1305,313.055847,0.00000414889701,1,4,95
,59.1,59.1,38.6,46.55,0,34.4,19.1,280,1014.5,0,11.1,0,0,0,6,0.0033,0.0004,24,8,0.1122,312.922913,0.00000413322914,1,4,95
,58.3,58.3,38.6,47.83,0,32.7,20.1,276,1014.9,0.8,11.1,16,0.1,0,7,0.0029,0.0007,17,7,0.1036,312.82196,0.00000415289514,1,4,95
,60.5,60.5,40.9,48.39,0,29.8,20,292,1015.4,0,11.1,84,0.3,1,8,0.0021,0.0006,22,7,0.093,312.721588,0.0000042132383,1,4,95
,64.5,64.5,41.5,42.96,0,32.9,26.7,280,1015.1,0.8,11.1,271,1,3,9,0.0022,0.0008,20,6,0.0826,312.64743,0.00000427429859,1,4,95
,65.9,65.9,42.4,42.46,0,38.2,29.1,280,1015,2.1,11.7,556,2,6,10,0.002,0.0008,23,5,0.0918,312.586914,0.00000437944482,1,4,95
,69,69,43.3,39.56,0,33.3,26.2,327,1014.6,0,11.1,723,2.6,7,11,0.0034,0.0024,19,2,0.0892,312.517212,0.00000451565029,1,4,95
,71.3,71.3,43.2,36.4,0,36.9,24.3,286,1014.3,0,11.1,711,2.6,7,12,0.0017,0.0002,20,1,0.0984,312.505402,0.00000465397943,1,4,95
,75.1,75.1,41.4,29.87,0,34.4,19.7,286,1013.6,0.8,11.1,692,2.5,7,13,0.0021,0.0006,23,3,0.0958,312.583405,0.0000048146112,1,4,95
,76.8,76.8,40.6,27.27,0,33.3,23.9,333,1013.2,0.8,11.1,670,2.4,7,14,0.0019,0.0003,16,3,0.0969,312.740692,0.00000497699602,1,4,95
,76.4,76.4,40.2,27.25,0,33.2,23.5,284,1012.9,0.8,11.1,624,2.2,6,15,0.002,0.0005,17,3,0.0934,313.016968,0.00000510100517,1,4,95
,76.7,76.7,38.9,25.65,0,32.5,22.6,284,1012.4,0.8,11.1,527,1.9,5,16,0.0021,0.0004,24,2,0.1079,313.292725,0.0000052361288,1,4,95
,74.5,74.5,38,26.65,0,31.5,23.1,312,1012.4,0.8,11.1,374,1.3,4,17,0.0023,0.0002,17,5,0.0972,313.455078,0.00000541351892,1,4,95
,71.2,71.2,37.9,29.72,0,32.1,24.5,274,1012.6,0.8,11.1,177,0.6,2,18,0.0027,0.0009,22,7,0.096,313.586609,0.0000055835344,1,4,95
,65.8,65.8,37,34.47,0,29.5,20.9,279,1013.1,0,10.6,33,0.1,0,19,0.002,0.0002,20,3,0.1203,313.724335,0.00000580157257,1,4,95
,63.5,63.5,36.1,36.12,0,34.6,20.8,279,1013.5,0.8,11.1,3,0,0,20,0.0025,0,16,4,0.0941,313.870575,0.00000605148853,1,4,95
,62.1,62.1,37.9,40.72,0,31.6,24.2,278,1014,0.8,10.8,0,0,0,21,0.0037,0.0018,16,4,0.1047,314.010956,0.00000627005102,1,4,95
,62,62,38.9,42.38,0,31.2,15.5,278,1014.7,0.8,10.8,0,0,0,22,0.0082336764895314,0.0031379267921846,27,5,0.1271,314.165314,0.00000647286743,1,4,95
,60.4,60.4,39.5,45.95,0,8.1,17.3,309,1015.2,0,9.9,0,0,0,23,0.0043,-0.0001,26,7,0.1327,314.32312,0.0000066352477,1,4,95
,58.5,58.5,41.1,52.37,0,6.5,7.5,284,1015.5,0,9.9,0,0,0,0,0.0143,0.0005,34,6,0.1322,314.423828,0.00000670274676,2,4,96
,55.7,55.7,40,55.63,0,4.9,6.9,258,1015.8,0,9.9,0,0,0,1,0.0216,0.0017,19,7,0.1233,314.451263,0.00000670325699,2,4,96
,52.3,52.3,39.1,60.62,0,3.4,6.7,66,1016,0,9.9,0,0,0,2,0.0177,0.0013,22,7,0.1212,314.419983,0.00000666454707,2,4,96
,52.6,52.6,39.9,61.92,0,2.7,3.5,345,1016.4,0,9.9,0,0,0,3,0.0217,0.0029,25,6,0.1208,314.125427,0.00000659706711,2,4,96
,50,48.8,38.3,64.12,0,3.1,4.1,31,1016.7,0,9.9,0,0,0,4,0.0238,0.0056,35,4,0.1869,313.610931,0.00000653582993,2,4,96
,46.5,45.2,37.7,71.46,0,2.2,3.5,307,1017.4,0,9.9,0,0,0,5,0.0204,0.0092,43,9,0.2632,313.133148,0.00000649787853,2,4,96
,45,42.6,36.1,70.76,0,5.4,4.7,3,1018.4,0,11.1,0,0,0,6,0.0203,0.023,55,9,0.3357,312.7435,0.00000645864429,2,4,96
,47.3,47.3,37.7,69.14,0,4.3,0.1,1,1019.5,0,11.3,16,0.1,0,7,0.013,0.0064,50,16,0.2362,312.482605,0.00000643284784,2,4,96
,52.2,52.2,39.4,61.68,0,1.3,0.1,360,1020.6,0,11.3,69,0.2,1,8,0.0106,0.0051,36,13,0.1158,312.299133,0.00000644578677,2,4,96
,58.2,58.2,41.7,54.01,0,6,2.6,1,1021,0,11.3,263,0.9,3,9,0.006,0.0018,30,11,0.1221,312.308197,0.00000644128977,2,4,96
,65.2,65.2,42.7,43.93,0,16.6,3.4,2,1021.4,0,11.3,551,2,6,10,0.0029,0.0004,32,10,0.0922,312.406891,0.00000647579009,2,4,96
,70.5,70.5,39,31.78,0,16.1,4.9,89,1021.4,0,11.3,724,2.6,7,11,0.0029,0.0008,27,7,0.0989,312.400421,0.00000655633494,2,4,96
,77.3,77.3,30.3,17.86,0,17.2,11.3,45,1020.7,0,11.3,717,2.6,7,12,0.0025,0.0006,27,5,0.0928,312.282349,0.00000662080447,2,4,96
,80.9,78.8,22.5,11.48,0,20.8,11.5,52,1020,0,11.3,698,2.5,7,13,0.003,0.0011,27,8,0.0986,312.0802,0.00000672677743,2,4,96
,83,80.3,21.7,10.4,0,14.8,15.8,31,1019.7,0,11.3,679,2.4,7,14,0.003,0.0004,30,5,0.1059,311.860291,0.00000690101479,2,4,96
,84.5,81.5,22,10.04,0,18.4,12.3,48,1019.1,0,11.3,641,2.3,6,15,0.0031,0.0005,31,8,0.1204,311.712769,0.00000713742065,2,4,96
,84.8,81.8,20.1,9.13,0,21.9,13.6,55,1018.8,0,11.3,531,1.9,5,16,0.0026,0.0006,27,11,0.1299,311.628204,0.0000074667123,2,4,96
,84.8,81.8,18.2,8.44,0,14.1,13.7,41,1018.7,0,11.3,372,1.3,4,17,0.0025,0.0006,23,8,0.1353,311.565125,0.00000788122543,2,4,96
,83.6,80.8,17.5,8.51,0,16.8,15.3,70,1018.9,0,11.3,173,0.6,2,18,0.0033,0.0005,25,5,0.1721,311.508728,0.00000826844735,2,4,96
,79.7,79.7,16.8,9.38,0,15,11.6,69,1019.2,0,11.3,29,0.1,0,19,0.0034,0.0004,28,11,0.287,311.426971,0.000008545323,2,4,96
,71.6,71.6,16.8,12.25,0,12.8,9.2,73,1020.1,0,10.5,2,0,0,20,0.0069,0.0016,28,8,0.3891,311.286713,0.00000873700628,2,4,96
,65.9,65.9,16.3,14.57,0,16.6,7.9,98,1021,0,10.5,0,0,0,21,0.0057,0.0004,37,10,0.2236,311.144287,0.00000883092071,2,4,96
,60.6,60.6,17.4,18.47,0,14.5,3.6,53,1021.7,0,10.5,0,0,0,22,0.0082336764895314,0.0031379267921846,33,8,0.2144,311.07254,0.00000883244411,2,4,96
,56.2,56.2,18,22.15,0,11.2,5.2,13,1022,0,9.9,0,0,0,23,0.007,0.0006,31,5,0.1983,311.071442,0.00000871448083,2,4,96
,55.8,55.8,16.3,20.84,0,5.4,2.8,352,1021.9,0,9.9,0,0,0,0,0.0091,0.0004,21,6,0.1742,311.051697,0.00000844714214,3,4,97
,52.1,52.1,20,28.01,0,6,4.8,294,1022.3,0,9.9,0,0,0,1,0.0139,0.0059,33,9,0.1612,310.99234,0.0000081047001,3,4,97
,48.7,45.8,21.4,33.82,0,4.5,6.6,289,1022.5,0,9.9,0,0,0,2,0.0113,0.0037,22,9,0.1532,310.89743,0.00000772959083,3,4,97
,48.6,46.4,20.7,32.91,0,2.5,5.2,275,1022.5,0,9.9,0,0,0,3,0.0139,0.0012,25,8,0.1538,310.802795,0.00000732898752,3,4,97
,48.2,46.1,19,31.02,0,2.7,5,295,1022.8,0,9.9,0,0,0,4,0.0195,0.0032,27,9,0.1957,310.743805,0.00000692918138,3,4,97
,46.7,44.2,19.2,33.08,0,0.9,5.2,268,1023.1,0,9.9,0,0,0,5,0.0245,0.0078,29,7,0.248,310.751129,0.00000655225858,3,4,97
,43.9,40.7,18.2,35.36,0,1.8,5.4,291,1023.7,0,11.3,0,0,0,6,0.0297,0.0224,73,15,0.3415,310.821472,0.00000619774346,3,4,97
,45.7,42.5,17.3,31.72,0,2.2,6.1,291,1024.3,0,11.3,42,0.2,0,7,0.0124,0.0066,30,6,0.2878,310.962402,0.00000592447941,3,4,97
,52.8,52.8,18.3,25.44,0,3.4,2,277,1025.2,0,11.3,244,0.9,2,8,0.0075,0.0031,30,6,0.1534,311.1539,0.00000575100512,3,4,97
,61.7,61.7,15,15.95,0,8.1,1.9,345,1025.4,0,10.6,423,1.5,4,9,0.0035,0.0014,21,3,0.113,311.374084,0.00000566360995,3,4,97
,69.7,69.7,14.8,12.01,0,18.3,6.2,61,1025.4,0,9.9,636,2.3,6,10,0.003,0.0014,23,1,0.1096,311.577667,0.00000563447202,3,4,97
,75.2,75.2,12.8,9.16,0,18.1,10.9,50,1024.9,0,9.9,809,2.9,8,11,0.0021,0.0011,23,4,0.1078,311.766754,0.00000564552602,3,4,97
,80.9,78.7,8.9,6.37,0,25.3,18.7,64,1023.6,0,10.6,929,3.3,9,12,0.0021,0.0008,25,3,0.1059,311.956146,0.00000564818447,3,4,97
,83,80.4,8.9,5.96,0,26.3,19,57,1022.9,0,11.5,962,3.5,10,13,0.0017,0.0005,23,7,0.1114,312.1203,0.00000565684013,3,4,97
,83.9,81.1,10.5,6.19,0,28.8,17.8,66,1021.9,0,10.6,942,3.4,9,14,0.0022,0.0008,27,8,0.1125,312.281403,0.00000566082917,3,4,97
,84.8,81.9,9.9,5.87,0,24.1,15.1,60,1020.8,0,11.5,855,3.1,9,15,0.0023,0.0007,23,7,0.1153,312.410614,0.00000563621188,3,4,97
,86,82.8,10.8,5.88,0,21.5,15.7,69,1019.9,0,11.5,709,2.6,7,16,0.0032,0.0009,23,6,0.1144,312.523041,0.00000562914875,3,4,97
,86,82.8,10.2,5.71,0,13.4,19,45,1019.2,0,11.5,523,1.9,5,17,0.0027,0.0002,23,5,0.1222,312.615021,0.00000566541394,3,4,97
,84.5,81.6,10.4,6.04,0,20.8,11.2,82,1019.2,0,11.5,303,1.1,3,18,0.0049,0.0004,27,5,0.1747,312.651398,0.00000573007947,3,4,97
,80.3,78.2,12,7.46,0,9.4,8.9,87,1019.1,0,11.5,79,0.3,1,19,0.0071,0.001,28,9,0.4572,312.632599,0.00000583270912,3,4,97
,70.1,70.1,14.9,11.89,0,12.5,6.9,82,1019.3,0,10.5,1,0,0,20,0.0097,0.0006,44,9,0.3299,312.545929,0.00000594044604,3,4,97
,63,63,14.3,14.77,0,8.5,6.2,100,1019.9,0,10.5,0,0,0,21,0.0187,0.0016,49,12,0.2765,312.565796,0.00000602269938,3,4,97
,57.8,57.8,15.1,18.45,0,8.3,5.4,357,1020.3,0,10.5,0,0,0,22,0.0082336764895314,0.0031379267921846,27,14,0.2587,312.763824,0.00000611813448,3,4,97
,54.7,54.7,20.2,25.79,0,1.8,2.1,292,1020.3,0,9.9,0,0,0,23,0.01,0.0006,24,10,0.2365,313.035889,0.00000623018468,3,4,97
,53.4,53.4,17.7,24.31,0,4.3,7.2,310,1020.3,0,9.9,0,0,0,0,0.0103,0.0005,43,27,0.1824,313.33905,0.00000631677176,4,4,98
,53,53,18.3,25.17,0,6.3,5.8,263,1020.1,0,9.9,0,0,0,1,0.0213,0.0068,39,17,0.1796,313.646515,0.00000636797722,4,4,98
,51.5,51.5,17.8,26.15,0,6.5,3.9,241,1019.8,0,9.9,0,0,0,2,0.018,0.0014,43,10,0.1804,313.927124,0.000006378943,4,4,98
,47.8,47.8,18.8,31.27,0,3.1,3,321,1019.5,0,9.9,0,0,0,3,0.0237,0.0078,43,11,0.1315,314.136444,0.00000632514957,4,4,98
,49.1,47.1,19.4,30.61,0,2.5,5.1,260,1019.3,0,9.9,0,0,0,4,0.0235,0.0096,40,13,0.1802,314.301605,0.00000620498804,4,4,98
,46.7,43.8,20.1,34.44,0,2.7,5.8,226,1019.1,0,9.9,0,0,0,5,0.0224,0.008,35,12,0.2019,314.44339,0.00000603341459,4,4,98
,45.5,45.5,19.5,35.25,0,2.2,2,292,1019.4,0,11.5,0,0,0,6,0.0228,0.0154,45,16,0.4304,314.536407,0.00000583624251,4,4,98
,43.3,43.3,19.9,38.91,0,2.5,2.9,305,1020.1,0,11.5,17,0.1,0,7,0.0175,0.0124,42,13,0.536,314.597412,0.00000565529081,4,4,98
,53.8,53.8,23.3,30.34,0,1.8,2.1,284,1020.4,0,11.5,56,0.2,1,8,0.0102,0.0052,37,10,0.3305,314.669708,0.00000550195773,4,4,98
,61.1,61.1,22.9,22.87,0,2.5,0,0,1020.5,0.8,11.5,264,1,3,9,0.0069,0.0026,31,10,0.1565,314.76651,0.00000536033849,4,4,98
,69.5,69.5,19.5,14.77,0,6,1.2,339,1020.3,0.8,11.5,565,2,6,10,0.0039,0.0011,28,8,0.0903,314.87854,0.00000523599783,4,4,98
,76.4,76.4,15.3,9.8,0,11.2,5.7,39,1019.8,0.8,11.5,739,2.7,7,11,0.0024,0.0005,17,4,0.1004,314.992126,0.00000513039458,4,4,98
,82.2,79.7,12.5,7.17,0,10.5,4.6,0,1018.9,1.5,11.5,748,2.7,7,12,0.0018,0.0005,18,3,0.1123,315.071564,0.00000504288892,4,4,98
,84.8,81.8,12.7,6.65,0,7.2,4.7,24,1017.5,1.5,11.5,709,2.6,7,13,0.0022,0.0005,13,6,0.1073,315.107574,0.0000050136864,4,4,98
,87.7,84.2,13.2,6.18,0,6.9,5.1,360,1016.2,0.8,11.5,688,2.5,7,14,0.0019,0.0003,15,5,0.1133,315.115509,0.00000505801972,4,4,98
,88.8,85.1,13.2,5.99,0,18.3,8.4,10,1015.1,0,9.9,643,2.3,6,15,0.0019,0.0004,14,7,0.1332,315.033356,0.0000051320053,4,4,98
,89.2,85.4,14.8,6.33,0,4.9,4.3,269,1014,0.8,11.5,533,1.9,5,16,0.002,0.0002,15,5,0.1382,314.893097,0.00000518396882,4,4,98
,89.6,85.8,13.6,5.92,0,5.1,0,0,1013.5,0,9.9,387,1.4,4,17,0.0038,0.0004,30,6,0.1407,314.749878,0.00000520315234,4,4,98
,89,85.3,14.2,6.21,0,5.4,6,327,1012.9,0.8,11.5,188,0.7,2,18,0.0032,0,40,15,0.1716,314.605713,0.0000051613124,4,4,98
,83.6,80.8,29.4,14,0,13,12.6,284,1012.8,0.8,11.5,37,0.1,0,19,0.0033,-0.0001,37,11,0.2248,314.453979,0.00000509855818,4,4,98
,76.4,76.4,35.9,23.1,0,15.9,15.5,283,1013,0,10.5,4,0,0,20,0.0031,-0.0003,34,11,0.26,314.385437,0.00000504626041,4,4,98
,73.3,73.3,31.8,21.68,0,14.1,12.5,274,1013.5,0,10.5,0,0,0,21,0.0036,-0.0001,29,10,0.2231,314.604584,0.0000049966784,4,4,98
,70.3,70.3,30.3,22.59,0,15.9,9.4,259,1013.5,0,10.5,0,0,0,22,0.0082336764895314,0.0031379267921846,29,11,0.2293,315.00946,0.00000496503162,4,4,98
,69.3,69.3,28.9,22.09,0,15,9.4,225,1013.1,0,9.9,0,0,0,23,0.0066,0.0022,35,11,0.2086,315.396027,0.00000495592531,4,4,98
,68.4,68.4,30.5,24.33,0,17,10.6,269,1012.7,0,9.9,0,0,0,0,0.0027,0.0001,33,12,0.1887,315.718964,0.00000492608751,5,4,99
,69.7,69.7,35.4,28.31,0,19.7,12.7,281,1012.3,0,9.9,0,0,0,1,0.0045,0.0007,39,13,0.1633,315.993866,0.00000485793316,5,4,99
,69.5,69.5,38.1,31.76,0,17.9,12.3,275,1011.7,0,9.9,0,0,0,2,0.0055,0.0029,43,15,0.1791,316.258606,0.00000476143987,5,4,99
,66.7,66.7,38,34.71,0,18.3,10.5,244,1011,0,9.9,0,0,0,3,0.002,0,35,9,0.19,316.395386,0.00000464526738,5,4,99
,66.7,66.7,38.2,35.05,0,20.4,11.8,245,1010.5,0,9.9,0,0,0,4,0.0034,0.0032,31,11,0.18,316.422089,0.00000451810047,5,4,99
,65.8,65.8,36.7,34,0,20.6,12.9,269,1010.1,0,9.9,0,0,0,5,0.0021,0.0001,26,10,0.1671,316.413147,0.00000439596533,5,4,99
,66.2,66.2,36.9,33.86,0,21.7,17.1,273,1010,0,9.9,8,0,0,6,0.0024,0.0001,27,13,0.2732,316.36319,0.00000428419116,5,4,99
,65.8,65.8,34.4,31.05,0,22.4,12.1,268,1010.6,0.8,10.6,16,0.1,0,7,0.0023,0.0002,27,7,0.2932,316.33197,0.00000418977652,5,4,99
,70.9,70.9,33.4,25.07,0,25.3,14.6,263,1010.8,1.5,11.5,95,0.3,1,8,0.002,0.0003,28,5,0.1537,316.386749,0.00000412526515,5,4,99
,74.3,74.3,32.9,21.97,0,21,17.9,279,1010.5,0.8,11.5,288,1,3,9,0.0027,0.0016,34,6,0.1187,316.45285,0.00000408267942,5,4,99
,77.8,77.8,33.9,20.35,0,32.8,20.9,289,1010.4,0.8,11.5,590,2.1,6,10,0.0023,0.0005,95,10,0.1257,316.440094,0.00000406338631,5,4,99
,77.8,77.8,34.9,21.07,0,36,23.8,293,1010.2,0.8,11.5,751,2.7,8,11,0.0021,0.0004,46,13,0.2394,316.414703,0.00000406352137,5,4,99
,78.5,78.5,33.3,19.38,0,39.6,31.1,285,1010,0.8,11.5,739,2.7,7,12,0.0027,0.0009,33,11,0.2353,316.416046,0.00000406664549,5,4,99
,80.8,79,33.3,17.94,0,38,30.1,285,1009.7,0.8,11.3,701,2.5,7,13,0.0033,0.0013,42,12,0.2509,316.399597,0.00000408868709,5,4,99
,82.5,80,32,16.18,0,35.9,24.9,279,1008.9,0.8,11.5,684,2.5,7,14,0.0017,0.0001,51,17,0.2185,316.414032,0.00000414759415,5,4,99
,82.1,79.8,30.5,15.35,0,37.1,29.5,290,1008,0.8,11.5,631,2.3,6,15,0.0019,0.0003,44,9,0.1708,316.430084,0.00000423210349,5,4,99
,79.5,79.5,29.7,16.24,0,39,31.6,275,1007.5,0.8,11.5,532,1.9,5,16,0.0018,0,70,8,0.1751,316.350922,0.00000434426829,5,4,99
,78.5,78.5,25.6,14.13,0,42.3,32.5,280,1007.4,0.8,11.5,392,1.4,4,17,0.0019,0.0003,67,9,0.0852,316.192688,0.00000445913156,5,4,99
,73.9,73.9,28,18.26,0,41.4,20.3,259,1008.2,0.8,11.3,196,0.7,2,18,0.0017,0.0002,62,9,0.0878,315.968445,0.00000453293387,5,4,99
,70.5,70.5,26.2,18.96,0,36.8,23.9,257,1007.9,0,11.5,36,0.1,0,19,0.0029,0.0019,66,9,0.0985,315.759674,0.00000459577041,5,4,99
,66.9,66.9,27.5,22.61,0,36.4,27.5,269,1007.9,0,11.5,5,0,0,20,0.002,0.0001,95,19,0.1249,315.588837,0.00000466780375,5,4,99
,65.9,65.9,32.4,28.59,0,36.1,28.1,272,1008.2,0,11.5,0,0,0,21,0.002,0,130,14,0.1212,315.572968,0.00000473435693,5,4,99
,64.1,64.1,36.5,35.83,0,34.7,24.8,268,1008.8,0,11.5,0,0,0,22,0.0082336764895314,0.0031379267921846,150,15,0.1304,315.690948,0.00000479060691,5,4,99
,62.5,62.5,35.9,37,0,35.6,24.9,312,1009.3,0,9.9,0,0,0,23,0.0018,0.0003,106,16,0.1319,315.870117,0.0000048336301,5,4,99
,60.9,60.9,33.2,35.2,0,35.9,28.3,274,1009.7,0,9.9,0,0,0,0,0.003,0.0009,99,19,0.1619,316.124664,0.0000048423035,6,4,100
,59.1,59.1,25.1,27,0,36.5,25.4,276,1010.3,0,9.9,0,0,0,1,0.0023,0.0009,63,7,0.1293,316.421844,0.00000483124813,6,4,100
,57.8,57.8,18.2,21.11,0,31.5,23.6,283,1010.2,0,9.9,0,0,0,2,0.0017,0.0002,34,5,0.1675,316.672943,0.000004814985,6,4,100
,56.5,56.5,15.5,19.64,0,30.1,20.4,291,1010.1,0,9.9,0,0,0,3,0.001,0.0001,40,7,0.1573,316.651764,0.0000047877561,6,4,100
,55.5,55.5,14.8,19.74,0,25.2,15.4,282,1010.5,0,9.9,0,0,0,4,0.0012,0.0001,38,8,0.1611,316.339203,0.0000047591202,6,4,100
,54.4,54.4,12.9,18.91,0,31.1,21.7,292,1010.6,0,9.9,0,0,0,5,0.0016,0,27,13,0.1766,315.929565,0.00000473208092,6,4,100
,53.4,53.4,12.2,19.11,0,32,15.7,284,1011,0,9.9,0,0,0,6,0.0014,0,20,9,0.2123,315.537781,0.00000470991745,6,4,100
,52.4,52.4,12.2,19.76,0,31.3,22.2,278,1011.4,0,9.9,16,0.1,0,7,0.0015,0.0002,15,8,0.1754,315.229248,0.00000470924306,6,4,100
,55.5,55.5,12.9,18.23,0,29.1,13.7,281,1011.6,0,9.9,93,0.3,1,8,0.0015,0,16,5,0.1597,314.9823,0.00000473784439,6,4,100
,60.7,60.7,11.9,14.44,0,26.4,19.3,294,1011.3,0.8,11.5,287,1,3,9,0.0013,0.0006,15,6,0.2164,314.907898,0.00000477459798,6,4,100
,65.2,65.2,8.5,10.63,0,10.7,17.2,290,1011.2,0.8,11.5,504,1.8,5,10,0.0011,0.0003,16,5,0.2044,315.019592,0.00000480135759,6,4,100
,69.6,69.6,9.5,9.52,0,23,13.6,287,1011.1,1.5,11.5,721,2.6,7,11,0.001,0.0004,13,8,0.177,315.25412,0.00000480057361,6,4,100
,71,71,9.6,9.15,0,9.2,5.1,279,1010.5,1.5,11.5,731,2.6,7,12,0.0024,0.0007,10,6,0.1504,315.620697,0.00000474421995,6,4,100
,74.1,74.1,9.3,8.11,0,11.2,7.9,281,1009.6,0.8,11.5,704,2.5,7,13,0.0019,0.0003,25,12,0.1212,316.098572,0.00000466123038,6,4,100
,75.8,75.8,15,9.87,0,26.4,12.4,256,1008.4,1.5,11.5,688,2.5,7,14,0.0039,0.0018,34,14,0.1011,316.614014,0.00000459363446,6,4,100
,75.9,75.9,23.7,14.28,0,31.4,20.6,254,1007.8,0.8,11.5,631,2.3,6,15,0.0038,0.0013,42,15,0.0983,316.998352,0.00000454744213,6,4,100
,74.1,74.1,19.7,12.78,0,32.8,27.2,266,1007.5,0.8,11.5,519,1.9,5,16,0.004,0.0027,40,17,0.0833,317.201508,0.00000453060602,6,4,100
,70.6,70.6,25.1,18.05,0,34.1,27.2,266,1007.5,0,9.9,345,1.2,3,17,0.0024,0.0022,36,14,0.0847,317.29834,0.0000045425486,6,4,100
,67.3,67.3,23.8,19.21,0,36.6,28.9,284,1008.2,0,9.9,176,0.6,2,18,0.002,-0.0001,29,9,0.135,317.323822,0.0000045652173,6,4,100
,62.1,62.1,19.8,19.38,0,35.4,24.6,280,1009,0,9.9,39,0.1,0,19,0.0025,0.0001,25,7,0.1354,317.420074,0.00000462861817,6,4,100
,58.8,58.8,19.4,21.48,0,32.2,22.2,270,1009.3,18.3,9.9,2,0,0,20,0.0019,0.0001,34,7,0.1249,317.631653,0.00000476014475,6,4,100
,57.4,57.4,19,22.21,0,30.6,18,262,1009.7,0,9.9,0,0,0,21,0.0023,0.0015,41,7,0.1203,317.966431,0.00000491234505,6,4,100
,56.5,56.5,20.7,24.61,0,31.6,18.9,261,1010,0,9.9,0,0,0,22,0.0082336764895314,0.0031379267921846,31,5,0.1561,318.349457,0.00000505536582,6,4,100
,56.6,56.6,18.3,22.19,0,26.6,17.7,252,1009.4,0,9.9,0,0,0,23,0.0013,0,17,4,0.1617,318.670563,0.00000515559805,6,4,100
,56,56,16.9,21.24,0,32.9,17.6,246,1009.1,0,9.9,0,0,0,0,0.0012,0.0003,23,4,0.1606,318.974518,0.00000513922441,0,4,101
,55.5,55.5,18.3,23.04,0,27.2,19,258,1009,0,9.9,0,0,0,1,0.0039,0.0022,21,2,0.1479,319.227173,0.00000506992774,0,4,101
